seq_id,hubway_id,status,duration,start_date,strt_statn,end_date,end_statn,bike_nr,subsc_type,zip_code,birth_date,gender
552,617,Closed,5521,7/29/2011 11:21,44,7/29/2011 12:53,44,B00527,Casual,,,
553,619,Closed,5445,7/29/2011 11:22,44,7/29/2011 12:53,44,B00246,Casual,,,
554,620,Closed,1288,7/29/2011 11:22,12,7/29/2011 11:43,21,B00492,Casual,,,
555,621,Closed,1162,7/29/2011 11:24,31,7/29/2011 11:44,46,B00240,Registered,'02140,1980,2
556,622,Closed,907,7/29/2011 11:29,8,7/29/2011 11:44,32,B00218,Casual,,,
557,623,Closed,490,7/29/2011 11:31,9,7/29/2011 11:39,10,B00329,Casual,,,
558,624,Closed,505,7/29/2011 11:31,9,7/29/2011 11:40,10,B00411,Casual,,,
559,625,Closed,671,7/29/2011 11:35,8,7/29/2011 11:46,10,B00159,Casual,,,
560,627,Closed,2168,7/29/2011 11:37,9,7/29/2011 12:13,9,B00349,Casual,,,
561,628,Closed,1803,7/29/2011 11:44,13,7/29/2011 12:14,23,B00279,Casual,,,
562,629,Closed,1321,7/29/2011 11:48,34,7/29/2011 12:10,48,B00183,Casual,,,
563,630,Closed,442,7/29/2011 11:48,38,7/29/2011 11:55,44,B00414,Registered,'02144,1986,1
564,631,Closed,564,7/29/2011 11:50,40,7/29/2011 11:59,22,B00151,Casual,,,
565,632,Closed,1148,7/29/2011 11:51,48,7/29/2011 12:10,48,B00389,Casual,,,
566,633,Closed,567,7/29/2011 11:50,40,7/29/2011 11:59,22,B00488,Casual,,,
567,634,Closed,1505,7/29/2011 11:51,31,7/29/2011 12:16,36,B00047,Casual,,,
568,635,Closed,1419,7/29/2011 11:53,31,7/29/2011 12:16,36,B00547,Casual,,,
569,636,Closed,1137,7/29/2011 11:53,22,7/29/2011 12:12,25,B00217,Casual,,,
570,637,Closed,383,7/29/2011 11:52,25,7/29/2011 11:59,42,B00393,Registered,'02116,1976,1
571,638,Closed,1927,7/29/2011 11:57,36,7/29/2011 12:29,47,B00232,Casual,,,
572,639,Closed,909,7/29/2011 12:01,9,7/29/2011 12:17,10,B00008,Casual,,,
573,640,Closed,6178,7/29/2011 12:04,23,7/29/2011 13:47,18,B00375,Casual,,,
574,641,Closed,993,7/29/2011 12:04,25,7/29/2011 12:21,21,B00466,Registered,'02118,1981,1
575,642,Closed,1472,7/29/2011 12:05,47,7/29/2011 12:30,16,B00301,Casual,,,
576,643,Closed,1448,7/29/2011 12:08,46,7/29/2011 12:32,41,B00215,Registered,'02118,1959,2
577,644,Closed,236,7/29/2011 12:10,40,7/29/2011 12:14,47,B00190,Registered,'02127,1978,1
578,645,Closed,5733,7/29/2011 12:11,44,7/29/2011 13:47,18,B00251,Casual,,,
579,646,Closed,1431,7/29/2011 12:16,21,7/29/2011 12:40,47,B00353,Registered,'02118,1985,1
580,647,Closed,3560,7/29/2011 12:19,44,7/29/2011 13:18,35,B00472,Casual,,,
581,648,Closed,1948,7/29/2011 12:18,40,7/29/2011 12:51,40,B00552,Registered,'02109,1954,1
582,649,Closed,92,7/29/2011 12:21,34,7/29/2011 12:23,32,B00004,Registered,'02138,1981,1
583,650,Closed,83,7/29/2011 12:23,12,7/29/2011 12:25,12,B00122,Registered,'02131,1964,2
584,651,Closed,415,7/29/2011 12:24,42,7/29/2011 12:31,16,B00562,Registered,'02116,1979,1
585,653,Closed,469,7/29/2011 12:29,23,7/29/2011 12:37,38,B00279,Registered,'02144,1986,1
586,654,Closed,293,7/29/2011 12:30,32,7/29/2011 12:35,14,B00004,Registered,'02138,1981,1
587,655,Closed,2202,7/29/2011 12:35,34,7/29/2011 13:11,44,B00113,Casual,,,
588,656,Closed,544,7/29/2011 12:35,36,7/29/2011 12:44,12,B00223,Registered,'02215,1962,1
589,657,Closed,1214,7/29/2011 12:37,18,7/29/2011 12:58,10,B00425,Casual,,,
590,658,Closed,302,7/29/2011 12:37,36,7/29/2011 12:42,21,B00385,Casual,,,
591,659,Closed,2097,7/29/2011 12:37,34,7/29/2011 13:12,44,B00166,Casual,,,
592,660,Closed,1962,7/29/2011 12:39,34,7/29/2011 13:12,44,B00018,Casual,,,
593,661,Closed,702,7/29/2011 12:39,27,7/29/2011 12:51,16,B00152,Registered,'02128,1981,2
594,663,Closed,1353,7/29/2011 12:40,10,7/29/2011 13:03,9,B00159,Casual,,,
595,665,Closed,1484,7/29/2011 12:41,36,7/29/2011 13:06,13,B00057,Casual,,,
596,666,Closed,643,7/29/2011 12:40,22,7/29/2011 12:51,44,B00514,Registered,'02143,1985,1
597,667,Closed,734,7/29/2011 12:40,12,7/29/2011 12:53,11,B00476,Registered,'02131,1953,1
598,668,Closed,670,7/29/2011 12:41,21,7/29/2011 12:53,42,B00492,Casual,,,
599,669,Closed,891,7/29/2011 12:42,42,7/29/2011 12:57,44,B00393,Casual,,,
600,670,Closed,725,7/29/2011 12:45,32,7/29/2011 12:57,8,B00218,Casual,,,
601,671,Closed,324,7/29/2011 12:45,14,7/29/2011 12:50,34,B00004,Registered,'02138,1981,1
602,672,Closed,371,7/29/2011 12:46,10,7/29/2011 12:52,41,B00298,Casual,,,
603,673,Closed,282,7/29/2011 12:48,16,7/29/2011 12:53,25,B00394,Casual,,,
604,674,Closed,1732,7/29/2011 12:51,45,7/29/2011 13:20,33,B00431,Casual,,,
605,675,Closed,1775,7/29/2011 12:51,45,7/29/2011 13:20,33,B00473,Casual,,,
606,676,Closed,670,7/29/2011 12:52,21,7/29/2011 13:03,21,B00385,Registered,'01742,1976,2
607,677,Closed,128,7/29/2011 12:52,31,7/29/2011 12:54,31,B00350,Registered,'02139,1979,2
608,678,Closed,8114,7/29/2011 12:53,8,7/29/2011 15:09,8,B00554,Casual,,,
609,679,Closed,579,7/29/2011 12:54,36,7/29/2011 13:03,25,B00528,Registered,'02118,1981,1
610,680,Closed,1230,7/29/2011 12:57,48,7/29/2011 13:18,34,B00183,Casual,,,
611,682,Closed,395,7/29/2011 13:01,32,7/29/2011 13:07,3,B00131,Casual,,,
612,683,Closed,558,7/29/2011 13:03,36,7/29/2011 13:12,35,B00139,Casual,,,
613,684,Closed,274,7/29/2011 13:03,11,7/29/2011 13:07,30,B00476,Registered,'02461,1970,1
614,685,Closed,533,7/29/2011 13:05,16,7/29/2011 13:13,52,B00564,Casual,,,
615,686,Closed,1072,7/29/2011 13:06,42,7/29/2011 13:24,35,B00040,Casual,,,
616,687,Closed,302,7/29/2011 13:06,25,7/29/2011 13:11,21,B00124,Registered,'02116,1973,2
617,688,Closed,444,7/29/2011 13:07,12,7/29/2011 13:18,16,B00426,Casual,,,
618,689,Closed,817,7/29/2011 13:08,44,7/29/2011 13:22,22,B00514,Registered,'02143,1985,1
619,690,Closed,1295,7/29/2011 13:10,44,7/29/2011 13:31,40,B00111,Casual,,,
620,691,Closed,1262,7/29/2011 13:10,44,7/29/2011 13:31,40,B00527,Casual,,,
621,692,Closed,3559,7/29/2011 13:12,24,7/29/2011 14:11,46,B00439,Casual,,,
622,693,Closed,3495,7/29/2011 13:13,24,7/29/2011 14:11,46,B00557,Casual,,,
623,695,Closed,1112,7/29/2011 13:15,22,7/29/2011 13:34,22,B00585,Casual,,,
624,696,Closed,3008,7/29/2011 13:14,41,7/29/2011 14:04,41,B00359,Casual,,,
625,697,Closed,1545,7/29/2011 13:18,47,7/29/2011 13:44,43,B00408,Casual,,,
626,699,Closed,1092,7/29/2011 13:19,33,7/29/2011 13:37,42,B00252,Casual,,,
627,700,Closed,4349,7/29/2011 13:20,40,7/29/2011 14:32,43,B00275,Casual,,,
628,701,Closed,4332,7/29/2011 13:20,40,7/29/2011 14:32,43,B00552,Casual,,,
629,702,Closed,4242,7/29/2011 13:21,40,7/29/2011 14:32,43,B00396,Casual,,,
630,703,Closed,4282,7/29/2011 13:21,40,7/29/2011 14:32,43,B00036,Casual,,,
631,704,Closed,4877,7/29/2011 13:23,16,7/29/2011 14:45,16,B00426,Casual,,,
632,705,Closed,197,7/29/2011 13:23,45,7/29/2011 13:27,45,B00052,Casual,,,
633,706,Closed,1386,7/29/2011 13:22,41,7/29/2011 13:46,6,B00215,Casual,,,
634,707,Closed,91834,7/29/2011 13:23,47,7/30/2011 14:54,36,B00232,Casual,,,
635,708,Closed,3248,7/29/2011 13:25,44,7/29/2011 14:19,44,B00166,Casual,,,
636,709,Closed,822,7/29/2011 13:23,36,7/29/2011 13:37,38,B00546,Registered,'01966,1969,1
637,710,Closed,3222,7/29/2011 13:25,44,7/29/2011 14:19,44,B00018,Casual,,,
638,711,Closed,283,7/29/2011 13:28,44,7/29/2011 13:33,20,B00246,Registered,'02152,1982,1
639,712,Closed,259,7/29/2011 13:29,3,7/29/2011 13:33,11,B00457,Registered,'02130,1981,1
640,713,Closed,444,7/29/2011 13:31,22,7/29/2011 13:39,20,B00151,Registered,'02111,1975,1
641,714,Closed,1186,7/29/2011 13:32,46,7/29/2011 13:52,31,B00240,Registered,'02140,1980,2
642,716,Closed,4268,7/29/2011 13:34,24,7/29/2011 14:45,38,B00013,Casual,,,
643,717,Closed,4272,7/29/2011 13:34,24,7/29/2011 14:45,38,B00487,Casual,,,
644,718,Closed,1946,7/29/2011 13:36,45,7/29/2011 14:09,36,,Casual,,,
645,719,Closed,355,7/29/2011 13:37,21,7/29/2011 13:43,36,B00124,Registered,'02115,1965,2
646,720,Closed,1285,7/29/2011 13:41,40,7/29/2011 14:03,22,B00527,Casual,,,
647,721,Closed,1256,7/29/2011 13:41,40,7/29/2011 14:02,22,B00111,Casual,,,
648,722,Closed,2055,7/29/2011 13:41,8,7/29/2011 14:16,22,B00178,Casual,,,
649,723,Closed,102,7/29/2011 13:43,31,7/29/2011 13:45,31,B00350,Registered,'01719,1971,1
650,724,Closed,539,7/29/2011 13:44,35,7/29/2011 13:53,42,B00139,Casual,,,
651,725,Closed,2727,7/29/2011 13:44,21,7/29/2011 14:30,31,B00385,Casual,,,
652,726,Closed,1642,7/29/2011 13:44,44,7/29/2011 14:11,36,B00393,Registered,'02461,1948,1
653,727,Closed,2694,7/29/2011 13:45,21,7/29/2011 14:30,31,B00316,Casual,,,
654,728,Closed,10011,7/29/2011 14:05,21,7/29/2011 16:52,21,B00045,Casual,,,
655,729,Closed,977,7/29/2011 14:06,25,7/29/2011 14:22,48,B00196,Casual,,,
656,731,Closed,1075,7/29/2011 14:11,36,7/29/2011 14:29,22,B00047,Casual,,,
657,732,Closed,1048,7/29/2011 14:13,22,7/29/2011 14:30,36,B00527,Casual,,,
658,733,Closed,1023,7/29/2011 14:14,22,7/29/2011 14:31,36,B00111,Casual,,,
659,735,Closed,1923,7/29/2011 14:12,8,7/29/2011 14:44,32,B00218,Registered,'02135,1985,1
660,736,Closed,1153,7/29/2011 14:13,43,7/29/2011 14:33,22,B00404,Casual,,,
661,737,Closed,376,7/29/2011 14:14,22,7/29/2011 14:20,44,B00488,Casual,,,
662,738,Closed,673,7/29/2011 14:18,11,7/29/2011 14:29,12,B00457,Registered,'02131,1953,1
663,739,Closed,866,7/29/2011 14:24,9,7/29/2011 14:38,46,B00159,Casual,,,
664,740,Closed,681,7/29/2011 14:23,52,7/29/2011 14:34,36,B00564,Casual,,,
665,741,Closed,395,7/29/2011 14:23,36,7/29/2011 14:30,21,B00454,Registered,'02115,1965,2
666,742,Closed,1037,7/29/2011 14:25,15,7/29/2011 14:43,15,B00156,Registered,'02139,1986,1
667,743,Closed,1138,7/29/2011 14:26,48,7/29/2011 14:45,39,B00196,Casual,,,
668,744,Closed,1118,7/29/2011 14:27,14,7/29/2011 14:45,21,B00066,Registered,'02446,1983,1
669,745,Closed,1975,7/29/2011 14:36,46,7/29/2011 15:09,43,B00340,Casual,,,
670,746,Closed,13590,7/29/2011 14:36,36,7/29/2011 18:22,10,B00547,Casual,,,
671,747,Closed,1984,7/29/2011 14:36,46,7/29/2011 15:09,43,B00557,Casual,,,
672,748,Closed,13581,7/29/2011 14:36,36,7/29/2011 18:22,10,B00124,Casual,,,
673,749,Closed,13480,7/29/2011 14:37,36,7/29/2011 18:22,10,,Casual,,,
674,750,Closed,1437,7/29/2011 14:40,44,7/29/2011 15:04,44,B00360,Casual,,,
675,751,Closed,667,7/29/2011 14:38,10,7/29/2011 14:49,36,B00083,Casual,,,
676,752,Closed,416,7/29/2011 14:38,36,7/29/2011 14:45,36,B00564,Casual,,,
677,753,Closed,3613,7/29/2011 14:40,47,7/29/2011 15:40,47,B00190,Casual,,,
678,754,Closed,824,7/29/2011 14:39,43,7/29/2011 14:53,43,B00460,Registered,'02889,1969,1
679,755,Closed,1096,7/29/2011 14:43,36,7/29/2011 15:02,14,B00527,Casual,,,
680,756,Closed,1094,7/29/2011 14:44,36,7/29/2011 15:02,14,B00111,Casual,,,
681,757,Closed,1976,7/29/2011 14:43,36,7/29/2011 15:16,41,B00550,Casual,,,
682,759,Closed,1242,7/29/2011 14:44,16,7/29/2011 15:04,27,B00301,Registered,'02141,1958,1
683,760,Closed,696,7/29/2011 14:48,15,7/29/2011 14:59,15,B00021,Registered,'02139,1986,1
684,761,Closed,638,7/29/2011 14:48,21,7/29/2011 14:58,14,B00066,Registered,'02446,1983,1
685,762,Closed,1697,7/29/2011 14:50,38,7/29/2011 15:18,10,B00320,Casual,,,
686,763,Closed,763,7/29/2011 14:51,36,7/29/2011 15:03,35,B00366,Casual,,,
687,764,Closed,214,7/29/2011 14:51,39,7/29/2011 14:55,39,B00196,Registered,'02118,1974,1
688,765,Closed,4370,7/29/2011 14:52,41,7/29/2011 16:05,41,B00355,Casual,,,
689,766,Closed,1042,7/29/2011 14:53,41,7/29/2011 15:10,41,B00115,Casual,,,
690,767,Closed,3002,7/29/2011 14:56,44,7/29/2011 15:46,31,B00166,Casual,,,
691,768,Closed,3012,7/29/2011 14:56,44,7/29/2011 15:46,31,B00414,Casual,,,
692,769,Closed,528,7/29/2011 14:55,36,7/29/2011 15:04,33,B00564,Casual,,,
693,770,Closed,12024,7/29/2011 14:58,39,7/29/2011 18:18,21,B00423,Casual,,,
694,771,Closed,1804,7/29/2011 15:00,21,7/29/2011 15:30,36,B00466,Casual,,,
695,772,Closed,1641,7/29/2011 15:02,21,7/29/2011 15:30,36,B00454,Casual,,,
696,773,Closed,10959,7/29/2011 15:01,11,7/29/2011 18:03,26,B00187,Registered,'02118,1962,1
697,774,Closed,1616,7/29/2011 15:03,21,7/29/2011 15:29,36,B00415,Casual,,,
698,775,Closed,1635,7/29/2011 15:03,21,7/29/2011 15:30,36,B00304,Casual,,,
699,776,Closed,482,7/29/2011 15:04,48,7/29/2011 15:12,48,B00490,Registered,'02482,1967,1
700,777,Closed,865,7/29/2011 15:06,46,7/29/2011 15:21,9,B00159,Casual,,,
701,778,Closed,3576,7/29/2011 15:06,44,7/29/2011 16:06,6,B00360,Casual,,,
702,782,Closed,1082,7/29/2011 15:05,45,7/29/2011 15:23,41,B00052,Registered,'02135,1985,1
703,783,Closed,1704,7/29/2011 15:05,36,7/29/2011 15:34,36,B00150,Registered,'02115,1960,2
704,784,Closed,501,7/29/2011 15:08,15,7/29/2011 15:16,15,B00427,Registered,'02139,1986,1
705,785,Closed,3361,7/29/2011 15:10,44,7/29/2011 16:06,6,B00488,Casual,,,
706,786,Closed,1469,7/29/2011 15:10,35,7/29/2011 15:34,42,B00228,Casual,,,
707,787,Closed,1292,7/29/2011 15:10,42,7/29/2011 15:31,52,B00252,Casual,,,
708,788,Closed,877,7/29/2011 15:10,27,7/29/2011 15:25,16,B00041,Registered,'02141,1958,1
709,789,Closed,1347,7/29/2011 15:13,14,7/29/2011 15:35,11,B00527,Casual,,,
710,790,Closed,1368,7/29/2011 15:13,14,7/29/2011 15:36,11,B00111,Casual,,,
711,791,Closed,1166,7/29/2011 15:18,10,7/29/2011 15:37,30,B00329,Casual,,,
712,792,Closed,1821,7/29/2011 15:18,36,7/29/2011 15:48,22,B00407,Registered,'02465,1961,1
713,793,Closed,2015,7/29/2011 15:24,36,7/29/2011 15:57,42,B00083,Casual,,,
714,794,Closed,764,7/29/2011 15:23,6,7/29/2011 15:35,22,B00136,Registered,'02035,1963,2
715,795,Closed,1565,7/29/2011 15:24,41,7/29/2011 15:50,41,B00115,Casual,,,
716,796,Closed,610,7/29/2011 15:26,12,7/29/2011 15:36,36,B00223,Casual,,,
717,797,Closed,2688,7/29/2011 15:29,41,7/29/2011 16:13,37,B00298,Casual,,,
718,799,Closed,1440,7/29/2011 15:32,22,7/29/2011 15:56,42,B00514,Registered,'02114,1962,1
719,800,Closed,1418,7/29/2011 15:36,14,7/29/2011 16:00,23,B00066,Casual,,,
720,801,Closed,1029,7/29/2011 15:39,31,7/29/2011 15:56,36,B00240,Registered,'02478,1964,1
721,802,Closed,1310,7/29/2011 15:43,11,7/29/2011 16:04,8,B00111,Casual,,,
722,803,Closed,1292,7/29/2011 15:43,11,7/29/2011 16:04,8,B00527,Casual,,,
723,804,Closed,184,7/29/2011 15:44,36,7/29/2011 15:47,52,B00223,Casual,,,
724,805,Closed,3199,7/29/2011 15:47,42,7/29/2011 16:41,6,B00492,Casual,,,
725,806,Closed,3201,7/29/2011 15:47,42,7/29/2011 16:40,6,B00228,Casual,,,
726,807,Closed,1514,7/29/2011 15:44,49,7/29/2011 16:10,17,B00132,Registered,'02155,1986,2
727,808,Closed,882,7/29/2011 15:47,43,7/29/2011 16:02,16,B00460,Registered,'02889,1969,1
728,809,Closed,462,7/29/2011 15:49,35,7/29/2011 15:56,38,B00077,Casual,,,
729,810,Closed,2561,7/29/2011 15:52,36,7/29/2011 16:35,15,B00454,Casual,,,
730,811,Closed,2440,7/29/2011 15:55,36,7/29/2011 16:35,15,B00150,Casual,,,
731,812,Closed,143,7/29/2011 15:53,38,7/29/2011 15:56,6,B00546,Registered,'02144,1986,1
732,813,Closed,2389,7/29/2011 15:55,36,7/29/2011 16:35,15,B00415,Casual,,,
733,814,Closed,2400,7/29/2011 15:55,36,7/29/2011 16:35,15,B00466,Casual,,,
734,815,Closed,2900,7/29/2011 16:02,43,7/29/2011 16:50,46,B00340,Casual,,,
735,816,Closed,2908,7/29/2011 16:02,43,7/29/2011 16:50,46,B00396,Casual,,,
736,817,Closed,2568,7/29/2011 16:02,42,7/29/2011 16:45,44,B00109,Casual,,,
737,818,Closed,821,7/29/2011 16:03,41,7/29/2011 16:16,41,B00359,Casual,,,
738,819,Closed,2573,7/29/2011 16:06,42,7/29/2011 16:49,42,B00139,Casual,,,
739,821,Closed,473,7/29/2011 16:06,34,7/29/2011 16:14,21,B00530,Registered,'02138,1981,1
740,822,Closed,597,7/29/2011 16:06,42,7/29/2011 16:16,43,B00495,Registered,'02025,1971,1
741,823,Closed,2540,7/29/2011 16:07,42,7/29/2011 16:49,42,B00514,Casual,,,
742,825,Closed,249,7/29/2011 16:08,44,7/29/2011 16:12,38,B00018,Casual,,,
743,826,Closed,904,7/29/2011 16:11,46,7/29/2011 16:26,9,B00439,Casual,,,
744,827,Closed,393,7/29/2011 16:08,49,7/29/2011 16:14,22,B00025,Registered,'02116,1976,1
745,828,Closed,1140,7/29/2011 16:10,36,7/29/2011 16:29,38,B00240,Casual,,,
746,829,Closed,819,7/29/2011 16:10,12,7/29/2011 16:24,33,B00122,Registered,'02215,1962,1
747,830,Closed,329,7/29/2011 16:17,49,7/29/2011 16:23,22,B00507,Registered,'01720,1966,1
748,831,Closed,311,7/29/2011 16:21,48,7/29/2011 16:26,38,B00389,Casual,,,
749,832,Closed,901,7/29/2011 16:20,36,7/29/2011 16:35,38,B00016,Registered,'01886,1968,1
750,834,Closed,2254,7/29/2011 16:23,44,7/29/2011 17:01,44,B00113,Casual,,,
751,835,Closed,1554,7/29/2011 16:22,23,7/29/2011 16:48,22,B00066,Registered,'02136,1952,1
752,836,Closed,708,7/29/2011 16:23,38,7/29/2011 16:34,22,B00013,Registered,'02030,1962,2
753,837,Closed,1061,7/29/2011 16:24,16,7/29/2011 16:41,16,B00041,Casual,,,
754,838,Closed,600,7/29/2011 16:25,36,7/29/2011 16:35,22,B00110,Registered,'02359,1980,1
755,839,Closed,567,7/29/2011 16:25,16,7/29/2011 16:35,42,B00460,Registered,'02108,1983,1
756,840,Closed,596,7/29/2011 16:26,36,7/29/2011 16:36,35,B00330,Registered,'02118,1978,2
757,841,Closed,3275,7/29/2011 16:27,21,7/29/2011 17:22,21,B00530,Casual,,,
758,842,Closed,510,7/29/2011 16:27,44,7/29/2011 16:36,35,B00392,Registered,'02143,1986,2
759,843,Closed,1435,7/29/2011 16:28,6,7/29/2011 16:52,9,B00546,Casual,,,
760,844,Closed,4117,7/29/2011 16:28,25,7/29/2011 17:37,9,B00394,Casual,,,
761,845,Closed,1715,7/29/2011 16:30,40,7/29/2011 16:59,46,B00023,Casual,,,
762,847,Closed,1706,7/29/2011 16:31,40,7/29/2011 16:59,46,B00281,Casual,,,
763,849,Closed,376,7/29/2011 16:30,10,7/29/2011 16:37,32,B00363,Registered,'02215,1974,1
764,850,Closed,957,7/29/2011 16:33,16,7/29/2011 16:49,30,B00258,Casual,,,
765,851,Closed,957,7/29/2011 16:33,16,7/29/2011 16:49,30,B00426,Casual,,,
766,852,Closed,1955,7/29/2011 16:35,35,7/29/2011 17:07,49,B00472,Casual,,,
767,853,Closed,653,7/29/2011 16:34,16,7/29/2011 16:45,43,B00280,Registered,'02889,1969,1
768,854,Closed,382,7/29/2011 16:35,3,7/29/2011 16:41,45,B00060,Casual,,,
769,855,Closed,7178,7/29/2011 16:39,43,7/29/2011 18:39,42,B00408,Casual,,,
770,856,Closed,7160,7/29/2011 16:39,43,7/29/2011 18:38,42,B00275,Casual,,,
771,857,Closed,1677,7/29/2011 16:40,36,7/29/2011 17:08,25,B00393,Casual,,,
772,858,Closed,930,7/29/2011 16:39,6,7/29/2011 16:54,36,B00076,Registered,'01915,1972,1
773,859,Closed,4006,7/29/2011 16:39,31,7/29/2011 17:46,40,B00166,Casual,,,
774,860,Closed,1828,7/29/2011 16:40,25,7/29/2011 17:11,25,B00528,Registered,'02118,1981,1
775,861,Closed,7069,7/29/2011 16:42,27,7/29/2011 18:40,27,B00446,Casual,,,
776,862,Closed,339,7/29/2011 16:41,48,7/29/2011 16:47,38,B00490,Casual,,,
777,863,Closed,148,7/29/2011 16:41,3,7/29/2011 16:43,3,B00548,Registered,'02446,1986,1
778,864,Closed,7053,7/29/2011 16:42,27,7/29/2011 18:40,27,B00093,Casual,,,
779,865,Closed,446,7/29/2011 16:42,35,7/29/2011 16:50,38,B00580,Registered,'02176,1960,1
780,866,Closed,1217,7/29/2011 16:46,16,7/29/2011 17:06,16,B00533,Casual,,,
781,867,Closed,1808,7/29/2011 16:43,10,7/29/2011 17:13,38,B00198,Casual,,,
782,868,Closed,1224,7/29/2011 16:46,16,7/29/2011 17:06,16,B00041,Casual,,,
783,869,Closed,9,7/29/2011 16:43,3,7/29/2011 16:44,3,B00548,Registered,'02446,1986,1
784,870,Closed,643,7/29/2011 16:46,42,7/29/2011 16:56,20,B00460,Casual,,,
785,871,Closed,469,7/29/2011 16:47,36,7/29/2011 16:55,25,B00304,Registered,'02118,1959,2
786,872,Closed,975,7/29/2011 16:48,49,7/29/2011 17:04,27,B00278,Registered,'02130,1984,1
787,873,Closed,267,7/29/2011 16:51,20,7/29/2011 16:55,47,B00151,Casual,,,
788,874,Closed,293,7/29/2011 16:50,20,7/29/2011 16:55,47,B00246,Casual,,,
789,875,Closed,118,7/29/2011 16:49,3,7/29/2011 16:51,3,B00548,Registered,'02446,1986,1
790,876,Closed,301,7/29/2011 16:50,46,7/29/2011 16:55,33,B00094,Casual,,,
791,877,Closed,522,7/29/2011 16:51,42,7/29/2011 17:00,16,B00514,Casual,,,
792,879,Closed,328,7/29/2011 16:52,46,7/29/2011 16:58,33,B00340,Registered,'02215,1977,1
793,880,Closed,1183,7/29/2011 16:54,35,7/29/2011 17:14,45,B00330,Casual,,,
794,881,Closed,622,7/29/2011 16:56,10,7/29/2011 17:06,41,B00411,Casual,,,
795,884,Closed,636,7/29/2011 16:57,40,7/29/2011 17:08,22,B00276,Registered,'01760,1968,1
796,885,Closed,1287,7/29/2011 17:01,48,7/29/2011 17:22,39,B00286,Registered,'02446,1971,1
797,886,Closed,659,7/29/2011 17:02,22,7/29/2011 17:13,38,B00025,Registered,'01890,1950,1
798,887,Closed,382,7/29/2011 17:03,20,7/29/2011 17:09,24,B00032,Registered,'02139,1979,2
799,888,Closed,396,7/29/2011 17:03,22,7/29/2011 17:10,49,B00585,Registered,'01890,1978,1
800,889,Closed,1187,7/29/2011 17:06,43,7/29/2011 17:25,25,B00495,Casual,,,
801,890,Closed,719,7/29/2011 17:06,36,7/29/2011 17:18,22,B00076,Casual,,,
802,891,Closed,249,7/29/2011 17:06,44,7/29/2011 17:10,38,B00165,Registered,'01719,1971,1
803,892,Closed,1155,7/29/2011 17:07,48,7/29/2011 17:26,25,B00539,Casual,,,
804,893,Closed,1468,7/29/2011 17:13,43,7/29/2011 17:38,39,B00557,Casual,,,
805,894,Closed,1679,7/29/2011 17:14,35,7/29/2011 17:42,43,B00339,Casual,,,
806,895,Closed,1119,7/29/2011 17:14,33,7/29/2011 17:32,36,B00340,Registered,'02135,1966,2
807,896,Closed,339,7/29/2011 17:15,43,7/29/2011 17:20,35,B00552,Casual,,,
808,898,Closed,4729,7/29/2011 17:17,14,7/29/2011 18:36,38,B00390,Casual,,,
809,899,Closed,9215,7/29/2011 17:20,44,7/29/2011 19:54,48,B00113,Casual,,,
810,900,Closed,9219,7/29/2011 17:20,44,7/29/2011 19:54,48,B00109,Casual,,,
811,901,Closed,1053,7/29/2011 17:23,34,7/29/2011 17:41,49,B00167,Casual,,,
812,902,Closed,254,7/29/2011 17:23,47,7/29/2011 17:27,31,B00556,Casual,,,
813,903,Closed,1072,7/29/2011 17:22,52,7/29/2011 17:40,23,B00223,Registered,'02138,1981,1
814,904,Closed,783,7/29/2011 17:22,35,7/29/2011 17:36,40,B00128,Registered,'02109,1959,1
815,905,Closed,1938,7/29/2011 17:26,9,7/29/2011 17:58,22,B00159,Registered,'02191,1959,1
816,906,Closed,1107,7/29/2011 17:29,3,7/29/2011 17:47,36,B00391,Registered,'02116,1979,2
817,907,Closed,2242,7/29/2011 17:32,38,7/29/2011 18:10,18,B00025,Casual,,,
818,908,Closed,652,7/29/2011 17:34,6,7/29/2011 17:45,44,B00228,Casual,,,
819,909,Closed,611,7/29/2011 17:35,6,7/29/2011 17:45,44,B00492,Casual,,,
820,910,Closed,7176,7/29/2011 17:37,52,7/29/2011 19:37,27,B00252,Casual,,,
821,911,Closed,983,7/29/2011 17:39,5,7/29/2011 17:55,5,B00565,Casual,,,
822,913,Closed,733,7/29/2011 17:40,48,7/29/2011 17:52,25,B00042,Registered,'02118,1980,1
823,914,Closed,318,7/29/2011 17:43,21,7/29/2011 17:48,25,B00045,Registered,'02118,1978,2
824,915,Closed,893,7/29/2011 17:44,20,7/29/2011 17:58,48,B00460,Casual,,,
825,916,Closed,1246,7/29/2011 17:47,48,7/29/2011 18:08,33,B00474,Casual,,,
826,917,Closed,376,7/29/2011 17:46,13,7/29/2011 17:53,39,B00057,Registered,'02118,1974,1
827,918,Closed,2842,7/29/2011 17:49,43,7/29/2011 18:36,40,B00280,Casual,,,
828,919,Closed,1045,7/29/2011 17:50,9,7/29/2011 18:07,42,B00439,Casual,,,
829,920,Closed,324,7/29/2011 17:49,10,7/29/2011 17:55,9,B00320,Registered,'02127,1968,1
830,921,Closed,1520,7/29/2011 17:51,44,7/29/2011 18:16,9,B00492,Registered,'02144,1981,1
831,922,Closed,782,7/29/2011 17:52,36,7/29/2011 18:05,9,B00340,Registered,'02116,1983,1
832,923,Closed,446,7/29/2011 17:55,40,7/29/2011 18:02,38,B00128,Registered,'01740,1957,1
